,TLT.OPEN,TLT.HIGH,TLT.LOW,TLT.CLOSE
2007-06-13,82.7,83.76,82.65,83.33
2007-06-14,83.14,83.71,83.05,83.12
2007-06-15,83.42,83.73,83.2,83.69
2007-06-18,83.63,83.65,82.24,83.52
2007-06-19,83.82,84.45,83.72,84.3
2007-06-20,84.02,84.08,83.59,83.62
2007-06-21,83.54,83.7001,83.21,83.22
2007-06-22,83.05,83.77,82.95,83.76
2007-06-25,84.15,84.35,83.96,84.22
2007-06-26,84.29,84.32,83.97,84.24
2007-06-27,84.61,84.74,84.2,84.32
2007-06-28,84.32,84.58,84.18,84.3
2007-06-29,84.85,85.3,84.64,85.17
2007-07-02,84.81,85.37,84.81,85.29
2007-07-03,85.25,85.34,84.71,84.77
2007-07-05,84.31,84.42,83.72,83.82
2007-07-06,83.54,83.55,83.28,83.48
2007-07-09,83.87,83.93,83.68,83.78
2007-07-10,84.48,85.2,84.43,85.2
2007-07-11,84.95,85.09,84.32,84.32
2007-07-12,84.55,84.58,83.8714,84.03
2007-07-13,84.45,84.5485,83.94,84.26
2007-07-16,84.52,85.11,84.52,85.07
2007-07-17,84.86,85.09,84.5,84.89
2007-07-18,84.93,85.54,84.81,85.21
2007-07-19,84.9,85.26,84.8,85.19
2007-07-20,85.38,86.08,85.32,85.96
2007-07-23,85.69,85.97,85.69,85.82
2007-07-24,86.01,86.16,85.72,86.14
2007-07-25,86.07,86.39,86,86.31
2007-07-26,86.74,87.46,86.65,87.03
2007-07-27,87.05,87.56,86.85,87.28
2007-07-30,87.19,87.36,86.91,87.03
2007-07-31,87.13,87.75,86.95,87.66
2007-08-01,87.26,87.54,87.09,87.13
2007-08-02,87.21,87.45,86.99,87.35
2007-08-03,87.28,87.93,87.28,87.93
2007-08-06,87.7,87.72,87.17,87.29
2007-08-07,87.43,87.71,86.92,87.22
2007-08-08,86.89,86.89,85.86,86.16
2007-08-09,86.75,86.86,85.72,86.28
2007-08-10,86.49,86.7,85.98,86.08
2007-08-13,85.92,86.4,85.9,86.33
2007-08-14,86.02,86.78,86.0123,86.56
2007-08-15,86.65,86.75,86.25,86.25
2007-08-16,86.87,87.6,86.76,87.14
2007-08-17,86.4,86.91,86.05,86.79
2007-08-20,86.96,87.27,86.83,86.84
2007-08-21,87.1,87.4101,87.05,87.26
2007-08-22,87.05,87.31,86.81,87.12
2007-08-23,87.09,87.68,87.03,87.42
2007-08-24,87.77,88.08,87.56,87.85
2007-08-27,88.28,88.48,88.15,88.31
2007-08-28,88.43,88.74,88.28,88.46
2007-08-29,88.49,88.77,88.16,88.22
2007-08-30,88.61,88.96,88.47,88.81
2007-08-31,88.59,89.2,88.54,88.88
2007-09-04,88.83,89.13,88.2,88.56
2007-09-05,88.76,89.35,88.72,89.27
2007-09-06,89.31,89.49,88.95,89.04
2007-09-07,89.75,90.5,89.69,90.3
2007-09-10,90.5,91.27,90.5,91
2007-09-11,90.88,91.27,90.7,90.93
2007-09-12,90.9,90.94,90.42,90.59
2007-09-13,90.3,90.33,89.58,89.78
2007-09-14,90.58,90.59,89.62,89.91
2007-09-17,89.82,90.39,89.76,90.34
2007-09-18,89.8,90.24,89,89.66
2007-09-19,88.71,89.01,88.37,88.83
2007-09-20,88.18,88.29,87.1,87.15
2007-09-21,87.58,88.131,87.58,87.89
2007-09-24,88.03,88.28,87.91,88.14
2007-09-25,88.5,88.62,87.83,87.83
2007-09-26,87.62,88.13,87.43,87.91
2007-09-27,88.24,88.78,88.15,88.52
2007-09-28,89.16,89.33,88.22,88.72
2007-10-01,88.69,88.98,88.43,88.88
2007-10-02,88.75,89.37,88.68,89.16
2007-10-03,89.33,89.43,88.73,88.9
2007-10-04,89.01,89.32,88.91,89.24
2007-10-05,88.31,88.44,87.71,88.28
2007-10-08,87.77,88.5,87.77,88.21
2007-10-09,88.16,88.36,87.78,88.1
2007-10-10,87.98,88.4325,87.79,88.15
2007-10-11,87.52,88.09,87.45,88.06
2007-10-12,87.52,88.1788,87.48,87.63
2007-10-15,87.48,87.72,87.4,87.65
2007-10-16,87.65,87.98,87.54,87.68
2007-10-17,87.77,88.95,87.77,88.64
2007-10-18,89.11,89.34,89.02,89.13
2007-10-19,89.63,90.6,89.61,90.46
2007-10-22,90.58,90.65,90.07,90.47
2007-10-23,90.26,90.5225,90.1,90.35
2007-10-24,90.71,91.39,90.56,91.02
2007-10-25,91.06,91.18,90.7,90.71
2007-10-26,90.37,91,90.34,90.5
2007-10-29,90.5,90.99,90.48,90.85
2007-10-30,90.73,91.01,90.42,90.8
2007-10-31,90.5,90.7,89.7501,89.98
2007-11-01,89.96,91.01,89.96,90.75
2007-11-02,90.45,91.54,90.21,91.04
2007-11-05,91.16,91.39,90.8,91
2007-11-06,90.6,91.15,90.48,90.56
2007-11-07,90.54,90.76,90.32,90.72
2007-11-08,90.65,90.94,90.43,90.56
2007-11-09,91.04,91.59,90.93,91.33
2007-11-12,91.99,91.99,91.345,91.66
2007-11-13,91.42,91.49,91.17,91.32
2007-11-14,90.95,91.51,90.92,91.42
2007-11-15,91.61,92.56,91.4899,92.28
2007-11-16,92.27,92.7,92.21,92.41
2007-11-19,92.54,93.42,92.41,93.01
2007-11-20,93.09,93.29,92.8,92.91
2007-11-21,93.4,93.58,93.24,93.45
2007-11-23,93.44,93.8,93.31,93.73
2007-11-26,94.22,96.36,94.12,95.58
2007-11-27,94.96,95.25,93.99,94.67
2007-11-28,94.56,94.69,93.84,94.03
2007-11-29,94.82,95.42,94.66,94.84
2007-11-30,93.88,94.391,93.7401,94.38
2007-12-03,94.76,95.1,94.28,94.75
2007-12-04,94.9,95.06,94.15,94.74
2007-12-05,94.22,94.47,93.56,93.61
2007-12-06,93.32,93.34,92.54,92.79
2007-12-07,92.18,92.35,91.38,91.75
2007-12-10,91.64,91.69,90.75,91.2
2007-12-11,91.73,93.23,91.58,92.99
2007-12-12,91.45,92.65,91.27,92.03
2007-12-13,91.61,91.82,90.9,91.03
2007-12-14,90.79,90.92,90.5,90.61
2007-12-17,91.07,91.54,90.93,91.42
2007-12-18,91.59,92.2999,91.55,92.01
2007-12-19,92.4,93.56,91.88,93.23
2007-12-20,93.26,93.87,93.02,93.03
2007-12-21,92.9,92.92,91.66,91.67
2007-12-24,91.22,91.47,91.08,91.24
2007-12-26,91.02,91.63,90.28,90.44
2007-12-27,90.88,91.1599,90.51,91.06
2007-12-28,91.65,92.58,91.5,92.48
2007-12-31,92.78,93.28,92.6,93.045
2008-01-02,93.25,94.73,93.2,94.38
2008-01-03,94,94.38,93.6699,94.25
2008-01-04,94.5,94.79,94.2,94.27
2008-01-07,94.18,94.78,94.03,94.68
2008-01-08,94.44,94.71,93.93,94.57
2008-01-09,94.79,95.3,94.62,94.75
2008-01-10,94.87,94.95,93.31,93.47
2008-01-11,93.52,94.28,93.4,94.2
2008-01-14,94.2,94.55,94,94.55
2008-01-15,95.16,95.63,95.07,95.61
2008-01-16,95.68,95.89,94.7285,94.92
2008-01-17,94.96,96.2899,94.93,96.15
2008-01-18,95.55,95.77,95.22,95.49
2008-01-22,96.41,96.62,95.3,96.5099
2008-01-23,97.98,98.16,95.88,96.29
2008-01-24,95.55,95.75,94.34,94.36
2008-01-25,94.19,96,94.13,95.95
2008-01-28,95.68,96,95.36,95.59
2008-01-29,95.28,95.32,94.58,94.94
2008-01-30,94.69,94.77,93.59,94.32
2008-01-31,95.3,95.4299,94.63,94.99
2008-02-01,95,95.4,94.56,95.23
2008-02-04,94.39,94.66,94.13,94.25
2008-02-05,95.41,95.61,94.77,94.97
2008-02-06,94.63,94.85,94.36,94.68
2008-02-07,94.53,94.53,92.05,92.64
2008-02-08,93.25,93.73,93.09,93.7
2008-02-11,94.28,94.7,93.73,94.09
2008-02-12,93.32,93.649,92.96,93.53
2008-02-13,92.93,93.42,92.4,92.5399
2008-02-14,91.8,92.1,90.66,91.18
2008-02-15,91.61,92.07,91.46,91.88
2008-02-19,91.14,91.7,90.64,90.95
2008-02-20,90.62,91.58,90.56,91.58
2008-02-21,92.08,92.85,92.0515,92.55
2008-02-22,92.49,92.85,91.87,92.02
2008-02-25,91.95,92.14,90.65,91.08
2008-02-26,90.96,91.34,90.73,91.11
2008-02-27,91.43,91.57,90.61,91.19
2008-02-28,92.34,92.8399,92.19,92.81
2008-02-29,93.65,94.46,93.52,94.23
2008-03-03,93.67,94.2,93.25,93.64
2008-03-04,93.94,94.12,92.53,92.73
2008-03-05,93.06,93.06,91.5,91.62
2008-03-06,91.82,92.44,91.666,92.11
2008-03-07,93.29,93.35,91.74,92.23
2008-03-10,92.71,94.13,92.61,93.59
2008-03-11,93,93.03,92.21,92.79
2008-03-12,93.13,94.68,92.97,94.58
2008-03-13,95.03,95.19,93.26,93.84
2008-03-14,94.62,95.81,94.62,95
2008-03-17,95.59,96.31,95.31,95.73
2008-03-18,95.3,96.16,94.95,95.36
2008-03-19,95.12,97.47,95.12,96.94
2008-03-20,97,97.75,96.87,97.181
2008-03-24,96.48,96.48,95.2,95.3
2008-03-25,95.38,95.82,95.2799,95.7
2008-03-26,95.78,96.2,95.23,95.3
2008-03-27,94.64,95.36,94.54,94.63
2008-03-28,95.09,95.56,94.75,95.55
2008-03-31,96.11,96.32,95.67,95.89
2008-04-01,94.81,94.85,93.78,93.9299
2008-04-02,93.99,94.86,93.99,94.13
2008-04-03,94.5,94.67,94.12,94.34
2008-04-04,95.17,95.56,94.9902,95.2
2008-04-07,94.62,94.78,93.9,94.7
2008-04-08,95.18,95.24,94.26,94.37
2008-04-09,94.56,95.64,94.55,95.35
2008-04-10,95.31,95.5,94.57,95.03
2008-04-11,95.6,95.92,95.47,95.67
2008-04-14,95.34,95.7,94.99,95.11
2008-04-15,94.42,94.58,93.9,93.93
2008-04-16,93.8,94.06,92.43,93.01
2008-04-17,92.98,93.18,92.244,92.85
2008-04-18,92,92.88,91.82,92.77
2008-04-21,92.41,93.28,92.3,93.14
2008-04-22,92.91,93.67,92.91,93.46
2008-04-23,93.09,93.63,92.53,93.15
2008-04-24,92.26,92.46,91.81,92.36
2008-04-25,92.14,92.25,91.5,91.82
2008-04-28,91.53,92.35,91.41,92.1
2008-04-29,92.38,92.86,92.15,92.45
2008-04-30,92.42,93.2,91.85,93.115
2008-05-01,93.44,93.65,92.38,92.78
2008-05-02,91.78,92.41,91.54,91.61
2008-05-05,91.86,91.87,91.14,91.61
2008-05-06,92.01,92.08,90.79,90.95
2008-05-07,90.73,91.429,90.62,91.3399
2008-05-08,91.44,92.2,91.42,92.16
2008-05-09,92.73,92.87,92.21,92.5
2008-05-12,92.76,93.16,92.35,92.36
2008-05-13,91.83,92.05,91.31,91.35
2008-05-14,92,92.01,90.72,91.39
2008-05-15,91.17,92.33,91.09,92.22
2008-05-16,91.88,92.89,91.78,91.84
2008-05-19,92.26,92.26,91.3,91.962
2008-05-20,92.44,92.5,91.9,92.44
2008-05-21,92.05,92.67,91.86,92.46
2008-05-22,91.93,91.93,90.84,91.37
2008-05-23,91.83,92.3,91.7,91.77
2008-05-27,91.38,91.56,90.98,91.15
2008-05-28,90.54,90.66,90.14,90.34
2008-05-29,90.01,90.1,89.14,89.69
2008-05-30,90.13,90.44,90.06,90.28
2008-06-02,89.98,90.64,89.62,90.3
2008-06-03,90.06,91.41,89.81,90.95
2008-06-04,91.39,91.39,89.9,90.14
2008-06-05,89.82,90.03,89.45,89.6
2008-06-06,90.44,91.09,90.21,90.76
2008-06-09,90.48,91.39,90.19,90.76
2008-06-10,90.65,90.71,89.7,90.17
2008-06-11,90.05,90.72,89.71,89.96
2008-06-12,89.56,89.64,88.82,89.06
2008-06-13,88.97,89.538,88.679,88.87
2008-06-16,89.11,89.18,88.62,88.89
2008-06-17,89.15,89.27,88.59,89.07
2008-06-18,89.29,89.966,89.09,89.82
2008-06-19,89.52,89.75,89.025,89.2899
2008-06-20,89.94,90.07,89.69,89.81
2008-06-23,90.08,90.43,89.83,90
2008-06-24,90.38,90.81,90.14,90.5948
2008-06-25,90.65,90.76,89.81,90.64
2008-06-26,91,91.44,90.79,91.25
2008-06-27,91.73,92.44,91.45,92.32
2008-06-30,92.41,92.8192,92.08,92.34
2008-07-01,92.69,92.7701,91.68,91.79
2008-07-02,91.96,92.38,91.87,92.27
2008-07-03,91.71,92.3,91.54,92.07
2008-07-07,92.07,93.15,91.58,92.49
2008-07-08,92.5,93.14,92.42,93.09
2008-07-09,92.94,93.64,92.92,93.5
2008-07-10,93.33,93.76,92.94,93.49
2008-07-11,93.52,93.74,91.86,92.16
2008-07-14,92.38,93.26,92.29,92.97
2008-07-15,93.07,93.43,92.7,92.94
2008-07-16,92.08,92.24,91.21,91.26
2008-07-17,91.26,91.61,90.56,90.79
2008-07-18,90.76,91.2,90.3,90.45
2008-07-21,90.45,90.9,90.25,90.8
2008-07-22,90.64,90.76,90.03,90.35
2008-07-23,90.22,90.37,89.752,90.17
2008-07-24,90.35,91.25,90.35,91.05
2008-07-25,90.55,90.84,90,90.14
2008-07-28,90.95,91.47,90.7,91.05
2008-07-29,90.66,90.991,90.31,90.68
2008-07-30,90.09,91.29,90.03,90.77
2008-07-31,91.72,92.05,91.27,91.67
2008-08-01,90.97,91.56,90.83,91.54
2008-08-04,91.09,91.64,91.01,91.33
2008-08-05,91.35,91.6,90.62,90.65
2008-08-06,90.41,90.41,89.82,90.2799
2008-08-07,90.63,91.9,90.43,91.75
2008-08-08,91.89,92.08,91.54,92
2008-08-11,91.78,91.78,90.598,91.12
2008-08-12,91.81,92.03,91.7,91.97
2008-08-13,92.3,92.35,91.46,91.65
2008-08-14,92.26,92.6,92.07,92.24
2008-08-15,92.67,93.2,92.57,93.04
2008-08-18,93.08,93.538,92.96,93.41
2008-08-19,93.44,93.5265,92.89,93.05
2008-08-20,93.38,93.71,93.15,93.31
2008-08-21,93.63,93.63,92.75,93.14
2008-08-22,93.11,93.17,92.64,93.08
2008-08-25,94.12,94.33,93.85,94.01
2008-08-26,93.96,94.2,93.71,94.09
2008-08-27,93.49,94.29,93.44,94.25
2008-08-28,93.91,94.41,93.69,94.26
2008-08-29,94.02,94.16,93.51,93.84
2008-09-02,92.98,94.41,92.84,94.37
