,MDY.OPEN,MDY.HIGH,MDY.LOW,MDY.CLOSE
2009-08-07,117.87,119.76,117.08,118.9
2009-08-10,118.46,119,117.46,118.41
2009-08-11,117.78,118.03,116.27,116.72
2009-08-12,116.73,119.23,116.73,118.27
2009-08-13,118.89,119.32,117.38,119.32
2009-08-14,119.09,119.13,116.5,117.51
2009-08-17,115.68,115.72,114.01,114.11
2009-08-18,114.76,115.88,114.19,115.63
2009-08-19,114.37,116.77,114.21,116.43
2009-08-20,116.31,117.85,115.95,117.7
2009-08-21,118.57,120.2,118.34,119.95
2009-08-24,120.3,120.9,119.15,119.63
2009-08-25,120.13,125.51,119.81,120.14
2009-08-26,119.85,120.7712,119.29,120.05
2009-08-27,119.85,120.75,117.81,120.44
2009-08-28,121.75,121.96,119.6,120.57
2009-08-31,119.5,119.72,118.41,118.93
2009-09-01,118.3,120.71,116.31,116.45
2009-09-02,116.18,116.85,115.59,115.87
2009-09-03,116.54,118.38,115.24,117.4
2009-09-04,117.37,119.07,116.76,118.97
2009-09-08,120.05,120.65,119.291,120.57
2009-09-09,120.42,122.92,120.07,122.06
2009-09-10,122.08,123.57,121.23,123.34
2009-09-11,123.66,124.44,122.94,123.61
2009-09-14,122.65,125.12,122.53,125.07
2009-09-15,125.09,126.45,124.58,126.15
2009-09-16,126.55,128.56,126.22,128.52
2009-09-17,128.34,131.17,127.28,127.92
2009-09-18,128.14,128.24,126.67,127.31
2009-09-21,126.03,127.38,125.54,127.01
2009-09-22,127.71,128.17,127.05,127.67
2009-09-23,128.15,128.39,125.95,126.15
2009-09-24,126.26,126.74,123.17,123.97
2009-09-25,123.67,124.25,122.64,123.24
2009-09-28,123.87,126.12,123.51,125.66
2009-09-29,125.89,127.03,125.56,126.08
2009-09-30,126.46,126.87,123.77,125.27
2009-10-01,125,125.98,121.49,121.68
2009-10-02,120.53,121.67,120.07,120.37
2009-10-05,120.99,123.27,120.65,123
2009-10-06,124,125.66,123.55,124.69
2009-10-07,124.41,125.09,124.01,124.67
2009-10-08,125.52,127.21,125.2106,126.37
2009-10-09,126.42,127.54,126.02,127.46
2009-10-12,128.11,128.58,127.0605,127.66
2009-10-13,127.25,127.64,126.211,127.04
2009-10-14,128.68,129.53,127.81,129.36
2009-10-15,128.68,129.86,128.48,129.77
2009-10-16,128.85,129.15,127.65,128.49
2009-10-19,128.71,130.41,128.2,129.89
2009-10-20,130.1,130.16,127.91,128.75
2009-10-21,128.47,130.44,127.39,127.47
2009-10-22,127.44,129.53,126.2,129.01
2009-10-23,129.45,129.83,126.98,127.38
2009-10-26,127.5,129.27,125.65,126.12
2009-10-27,126.3,126.72,124.35,124.63
2009-10-28,124.37,124.51,120.45,120.66
2009-10-29,121.45,123.57,121.24,123.14
2009-10-30,122.71,123,119.33,119.62
2009-11-02,120.37,121.82,118.38,120.25
2009-11-03,119.54,121.89,119.02,121.71
2009-11-04,122.7,123.34,121.04,121.04
2009-11-05,122.28,124.1,121.71,124.02
2009-11-06,122.78,124.78,122.38,123.75
2009-11-09,124.91,126.83,124.85,126.83
2009-11-10,126.36,127.28,125.74,126.68
2009-11-11,127.81,128.6,126.72,127.58
2009-11-12,127.71,128.31,125.54,125.75
2009-11-13,126.35,127.44,125.28,127.04
2009-11-16,127.96,129.81,127.9,128.99
2009-11-17,128.62,129.15,128.14,128.97
2009-11-18,128.94,129.06,127.8403,128.42
2009-11-19,127.31,127.36,125.04,125.85
2009-11-20,125.07,125.49,124.35,125.09
2009-11-23,126.64,127.86,125.91,126.3
2009-11-24,126.31,126.39,124.93,126.03
2009-11-25,126.41,127.08,125.96,126.89
2009-11-27,122.69,125.77,122.43,124.29
2009-11-30,124.22,124.74,123.07,124.64
2009-12-01,125.47,126.91,125.47,126.494
2009-12-02,126.45,128.1,126.3,127.29
2009-12-03,127.66,128.43,125.89,125.9
2009-12-04,127.92,129.03,126.01,127.68
2009-12-07,127.5,128.48,127.18,127.59
2009-12-08,126.55,127.56,125.49,126.55
2009-12-09,126.45,127.04,125.39,126.65
2009-12-10,127.36,128.26,127.12,127.47
2009-12-11,128.26,128.97,127.44,128.58
2009-12-14,129.48,130.39,128.65,130.29
2009-12-15,129.7,130.69,129.5,130.19
2009-12-16,131.03,131.48,130.53,130.9
2009-12-17,129.92,130.39,129.24,129.88
2009-12-18,129.9,129.97,128.39,129.81
2009-12-21,130.7,131.54,130.57,131.26
2009-12-22,131.72,132.99,131.52,132.56
2009-12-23,132.92,133.67,132.34,133.53
2009-12-24,133.76,134.25,133.76,134.2
2009-12-28,134.78,134.84,133.79,134.13
2009-12-29,134.34,134.5,133.75,133.91
2009-12-30,133.38,134.1,133.05,133.41
2009-12-31,133.45,134,131.74,131.74
2010-01-04,133.07,134.27,133.04,133.95
2010-01-05,133.7,134.31,133.06,134.29
2010-01-06,134.42,135.24,134.32,135.02
2010-01-07,134.77,135.82,134.16,135.66
2010-01-08,135.47,136.54,135.13,136.51
2010-01-11,137.11,137.18,135.87,136.24
2010-01-12,135.52,135.68,134.04,134.69
2010-01-13,135.2,136.52,134.27,136.41
2010-01-14,136.01,136.91,135.87,136.67
2010-01-15,136.54,136.88,134.46,134.84
2010-01-19,135.12,136.62,135.07,136.56
2010-01-20,135.53,135.79,134.24,135.49
2010-01-21,135.71,136.36,133.46,133.73
2010-01-22,133.66,133.84,130.72,130.92
2010-01-25,131.94,132.1,130.53,131.32
2010-01-26,131.09,132.09,130.37,130.82
2010-01-27,130.46,131.24,129.23,131.01
2010-01-28,131.29,131.35,128.34,129.37
2010-01-29,129.52,130.918,127.45,127.5
2010-02-01,127.8,129.49,127.78,129.4
2010-02-02,129.71,131.59,129.19,131.22
2010-02-03,130.71,131.35,130.01,130.61
2010-02-04,129.57,129.59,126.33,126.33
2010-02-05,126.38,126.69,123.76,126.68
2010-02-08,126.53,127.45,125.38,125.76
2010-02-09,127.31,128.16,126.02,127.35
2010-02-10,127.05,128.04,125.87,127.32
2010-02-11,127.08,129.13,126.33,129.08
2010-02-12,127.71,129.97,127.38,129.89
2010-02-16,131.38,132.2,130.47,132.1
2010-02-17,132.58,133.16,132.18,133.04
2010-02-18,133.03,134.02,132.87,134.02
2010-02-19,133.75,134.74,133.33,134.26
2010-02-22,135,135.1,134.09,134.45
2010-02-23,134.14,134.43,132.56,132.63
2010-02-24,133.09,134.12,132.86,133.83
2010-02-25,132.14,134.24,131.68,134.14
2010-02-26,134.2,134.39,133.13,133.95
2010-03-01,134.64,136.5,134.61,136.42
2010-03-02,136.99,137.91,136.81,137.35
2010-03-03,138.05,138.78,137.56,137.99
2010-03-04,138.22,138.62,137.5,138.03
2010-03-05,138.75,140.06,138.53,139.99
2010-03-08,139.96,140.5,139.95,140.26
2010-03-09,139.84,141.19,139.84,140.3
2010-03-10,140.37,141.59,140.34,141.44
2010-03-11,140.79,142.24,140.43,142.07
2010-03-12,142.82,142.82,141.43,142.48
2010-03-15,142.34,142.62,141.02,142.13
2010-03-16,142.64,143.8,142.12,143.78
2010-03-17,144.19,145.36,144.17,144.8
2010-03-18,144.9,145.16,143.93,144.12
2010-03-19,144.21,144.22,141.94,142.18
2010-03-22,141.24,144.1,141.14,143.93
2010-03-23,144.02,145.22,143.43,145.22
2010-03-24,144.45,144.82,143.78,143.89
2010-03-25,144.99,145.26,142.82,142.93
2010-03-26,143.23,143.92,142.08,142.65
2010-03-29,143.43,143.95,142.48,143.91
2010-03-30,143.96,144.78,143.3,144.15
2010-03-31,143.66,144.64,142.91,143.16
2010-04-01,144.19,145.16,143.56,144.69
2010-04-05,145.2,146.95,144.96,146.94
2010-04-06,146.36,147.89,146.36,147.66
2010-04-07,147.47,147.53,145.81,146.63
2010-04-08,146.1,146.99,145.1,146.36
2010-04-09,146.6,147.85,145.9,147.85
2010-04-12,147.92,148.15,147.36,148.04
2010-04-13,147.82,148.65,147.1,148.57
2010-04-14,149.43,150.8,148.99,150.75
2010-04-15,150.57,151.37,150.38,150.72
2010-04-16,150.2,150.73,147.9001,148.86
2010-04-19,148.33,149.37,146.71,148.4
2010-04-20,149.07,150.39,148.71,150.35
2010-04-21,150.34,151.08,149.94,150.82
2010-04-22,149.62,152.83,149.09,152.62
2010-04-23,152.83,154.26,152.17,154.03
2010-04-26,154.07,154.8,153.31,153.62
2010-04-27,152.86,153.78,149.61,149.76
2010-04-28,150.59,151.1,149.45,150.19
2010-04-29,151.29,152.73,150.57,152.45
2010-04-30,152.59,153.02,149.13,149.13
2010-05-03,150.1,151.86,149.95,151.68
2010-05-04,149.65,149.65,146.7,147.37
2010-05-05,146.16,147.93,144.9015,145.85
2010-05-06,145,146.53,122.05,141
2010-05-07,140.18,141.46,135.76,137.4
2010-05-10,143.24,144.57,142.56,144.5
2010-05-11,143.05,146.69,142.7,144.95
2010-05-12,145.63,148.32,145.61,148.25
2010-05-13,147.83,148.9424,146.37,146.89
2010-05-14,145.98,146.04,142.31,143.45
2010-05-17,144.2,145.19,140.1,143.61
2010-05-18,145.3,145.66,141.02,141.65
2010-05-19,140.8,142.29,138.02,140.17
2010-05-20,136.6,137.51,134.07,134.24
2010-05-21,131.96,137.02,131.44,136.3
2010-05-24,135.5,137.24,134.8,134.97
2010-05-25,131.82,134.95,129.73,134.76
2010-05-26,135.27,137.88,134.5,135.08
2010-05-27,138.03,140.24,137.23,140.24
2010-05-28,139.91,140.1901,137.8201,138.61
2010-06-01,137.42,139.04,134.95,135.1
2010-06-02,135.81,138.57,134.83,138.55
2010-06-03,138.92,139.81,137.94,139.58
2010-06-04,136.48,139.5365,133.49,133.88
2010-06-07,134.49,134.7,131.02,131.23
2010-06-08,131.26,132.1097,129.12,131.79
2010-06-09,132.62,135.22,131.66,132.21
2010-06-10,134.65,136.52,134.32,136.5
2010-06-11,135.04,137.95,134.93,137.76
2010-06-14,139.46,140.67,138.23,138.58
2010-06-15,139.52,141.98,139.15,141.62
2010-06-16,140.88,142.16,140.38,141.28
2010-06-17,141.85,141.98,139.61,140.95
2010-06-18,141.03,141.22,139.77,139.86
2010-06-21,142.15,142.42,138.65,139.37
2010-06-22,139.49,140.64,136.28,136.47
2010-06-23,136.2,137.39,134.47,136.08
2010-06-24,135.17,135.67,133.59,133.73
2010-06-25,134.19,135.8,133.1,135.25
2010-06-28,135.3,136.17,134.1,134.85
2010-06-29,132.76,132.8,129.48,130.19
2010-06-30,129.75,131.94,128.9,129.16
2010-07-01,129.08,129.54,125.6,128.37
2010-07-02,128.99,129.27,126.83,127.42
2010-07-06,129.33,130.52,126.09,126.95
2010-07-07,127.35,131.57,127.24,131.52
2010-07-08,132.94,133.49,131.31,132.87
2010-07-09,132.81,134.32,132.49,134.32
2010-07-12,133.79,134.86,132.52,133.59
2010-07-13,135.28,137.25,134.93,136.8
2010-07-14,136.41,137.24,135.42,136.55
2010-07-15,136.61,136.75,134.45,136.4
2010-07-16,135.47,135.69,131.75,131.94
2010-07-19,132.41,133.11,130.82,132.77
2010-07-20,131,134.9,130.6,134.72
2010-07-21,135.7,135.75,132.34,132.7
2010-07-22,134.41,136.8678,134.4,136.57
2010-07-23,135.99,138.63,135.65,138.51
2010-07-26,138.99,141.12,138.46,141.12
2010-07-27,142.08,142.23,139.77,140.21
2010-07-28,140.02,140.44,137.76,138.38
2010-07-29,139.42,139.6,135.99,137.7
2010-07-30,135.74,138.53,135.46,137.95
2010-08-02,140.34,140.84,139.33,140.64
2010-08-03,140.09,140.71,138.65,139.66
2010-08-04,140.31,141.25,139.81,141.25
2010-08-05,140.16,141.05,139.75,140.52
2010-08-06,138.69,140.62,138.12,140.1
2010-08-09,141.17,141.69,140.34,141.46
2010-08-10,140.14,140.77,138.81,139.79
2010-08-11,137.12,137.2,134.8,134.96
2010-08-12,132.42,134.76,132.27,134.15
2010-08-13,133.76,134.54,133.44,133.58
2010-08-16,132.6,134.31,132.03,133.65
2010-08-17,135.01,136.92,134.55,135.89
2010-08-18,135.64,137.21,134.6903,136.23
2010-08-19,135.529,136.19,133.48,133.93
2010-08-20,133.51,133.95,132.22,133.94
2010-08-23,134.76,135.2,132.55,132.55
2010-08-24,130.77,131.87,129.45,130.48
2010-08-25,129.54,131.96,128.78,131.52
2010-08-26,131.9,132.76,130.44,130.65
2010-08-27,131.93,133.59,129.47,133.49
2010-08-30,132.81,133.62,131.17,131.24
2010-08-31,130.91,132.24,129.97,131.11
2010-09-01,133.1,135.67,133.04,135.59
2010-09-02,135.61,137.49,135.4,137.36
2010-09-03,139.24,139.81,138.33,139.23
2010-09-07,138.85,138.9,137.14,137.33
2010-09-08,137.57,138.9,137.55,138.21
2010-09-09,139.91,139.93,137.91,138.59
2010-09-10,138.74,139.47,138.35,138.94
2010-09-13,140.54,141.61,140.32,141.43
2010-09-14,141.15,142.27,140.6,141.4
2010-09-15,141.18,142.33,140.34,142.11
2010-09-16,141.7,142.2001,141.06,141.66
2010-09-17,142.07,142.12,140.65,141.69
2010-09-20,142.27,144.27,141.56,144.03
2010-09-21,143.97,144.48,142.95,143.24
2010-09-22,143,143.97,141.51,142.07
2010-09-23,141.17,142.99,140.63,141.08
2010-09-24,142.88,144.57,142.81,144.42
2010-09-27,144.42,145.05,143.61,144.42
2010-09-28,144.76,145.66,142.73,145.35
2010-09-29,145,146.03,144.67,145.44
2010-09-30,146.27,147.5,144.87,145.59
2010-10-01,146.85,147.03,145.06,145.97
2010-10-04,145.48,146.41,143.58,144.46
2010-10-05,146.03,147.77,145.59,147.41
2010-10-06,147.19,147.61,145.71,146.34
2010-10-07,147.08,147.12,145.26,146.28
2010-10-08,146.3,147.75,145.66,147.31
2010-10-11,147.21,148.23,147.06,147.56
2010-10-12,147.17,148.46,145.885,148.06
2010-10-13,148.89,150.33,148.42,149.46
2010-10-14,149.25,149.82,147.96,148.89
2010-10-15,150.06,150.13,147.78,148.89
2010-10-18,149.1,149.72,148.68,149.17
2010-10-19,147.81,149.23,146.3,147.15
2010-10-20,147.67,149.62,147.59,148.95
2010-10-21,149.44,150.48,147.42,148.7
2010-10-22,149.16,149.91,148.72,149.73
2010-10-25,150.64,152.13,150.52,150.67
2010-10-26,149.86,151.44,149.14,150.45
2010-10-27,149.63,150.47,148.83,150.38
2010-10-28,151.29,151.51,149.42,150.18
2010-10-29,149.85,151.02,149.75,150.53
2010-11-01,151.51,152.37,149.55,150.49
2010-11-02,151.92,152.52,151.1,152.09
2010-11-03,152.18,152.77,150.82,152.57
2010-11-04,154.66,155.51,154.1376,155.39
2010-11-05,155.38,156.76,155.26,156.46
2010-11-08,156.09,156.62,155.36,156.42
2010-11-09,156.77,157.02,154.035,154.74
2010-11-10,154.84,156.06,153.63,156.06
2010-11-11,154.46,156.12,154.1,155.69
2010-11-12,154.54,155.51,152.81,153.26
2010-11-15,154.18,155.27,153.63,153.63
2010-11-16,152.49,153.02,150.28,151.03
2010-11-17,151.4,152.3,150.98,151.9
2010-11-18,153.54,155.02,153.5,154.04
2010-11-19,153.74,154.74,152.98,154.52
2010-11-22,153.87,155.84,153.62,155.77
2010-11-23,153.91,154.41,153.15,153.97
2010-11-24,155.03,157.13,155,157.06
2010-11-26,155.96,156.8899,155.64,155.96
2010-11-29,155.26,156.25,153.98,155.87
2010-11-30,154.54,155.86,154.14,154.99
2010-12-01,157.43,158.38,157.32,158.25
2010-12-02,158.34,160.32,158.28,160.28
2010-12-03,159.75,161.55,159.57,161.24
2010-12-06,160.99,161.56,160.66,161.31
2010-12-07,162.98,163.24,161.34,161.49
2010-12-08,161.81,162.46,160.851,161.3
2010-12-09,162.4,162.4,160.97,161.8
2010-12-10,162.17,163.69,161.91,163.51
2010-12-13,164.01,164.04,162.9,163.01
2010-12-14,163.54,163.82,162.54,162.9
2010-12-15,162.82,164.31,162.17,162.26
2010-12-16,162.38,163.88,161.95,163.87
2010-12-17,163.46,164.34,162.86,163.8
2010-12-20,164,164.37,163.13,163.93
2010-12-21,164.58,165.29,164.32,165.21
2010-12-22,165.42,166.07,165.2,165.65
2010-12-23,165.69,165.89,165.13,165.37
2010-12-27,164.77,165.56,164.12,165.42
2010-12-28,165.7,165.82,164.72,165.07
2010-12-29,165.53,165.88,165.33,165.71
2010-12-30,165.64,166.39,165.52,165.66
2010-12-31,165.54,165.82,164.68,164.68
2011-01-03,166.02,167.8,165.98,166.7
2011-01-04,167.22,167.44,163.89,165.05
2011-01-05,164.95,166.3,164.54,166.1
2011-01-06,166.38,166.77,165.45,165.67
2011-01-07,166.27,166.79,163.59,165.26
2011-01-10,164.47,166.68,163.42,166.14
2011-01-11,166.86,167.42,166.18,166.83
2011-01-12,168.12,168.27,167.3,167.93
2011-01-13,168.04,168.27,167.31,167.79
2011-01-14,167.59,169.08,167.32,169.01
2011-01-18,168.71,170.4,168.44,170.31
2011-01-19,170.33,170.51,167.41,167.8
2011-01-20,167.23,167.89,165.67,166.54
2011-01-21,167.61,167.68,165.84,165.98
2011-01-24,166.04,167.81,166.02,167.35
2011-01-25,166.53,167.65,166.08,167.62
2011-01-26,168.07,169.74,167.56,169.05
2011-01-27,168.92,170.17,168.8,169.71
2011-01-28,169.96,170.24,166.34,166.55
2011-01-31,167.29,168.98,166.85,167.85
2011-02-01,169.19,170.88,169.05,170.43
2011-02-02,170.13,171.19,170.04,170.12
2011-02-03,170.07,170.9898,168.79,170.67
2011-02-04,170.74,171.81,170.35,171.61
2011-02-07,172.24,173.81,172.2,173.02
2011-02-08,173.3,173.98,172.7,173.87
2011-02-09,173.59,174.24,173,173.57
2011-02-10,172.78,174.56,172.64,174.42
2011-02-11,173.87,176.26,173.84,176.24
2011-02-14,176.38,177.08,176.09,176.88
2011-02-15,176.43,176.75,175.93,176.26
2011-02-16,176.89,177.92,176.88,177.53
2011-02-17,177.19,178.61,176.98,178.28
2011-02-18,178.68,178.82,177.79,178.43
2011-02-22,176.81,177.53,174.05,174.21
2011-02-23,174.26,174.83,170.25,171.77
2011-02-24,171.94,173.0786,170.05,171.76
2011-02-25,172.58,175.37,172.52,175.32
2011-02-28,176.33,176.79,174.84,175.47
2011-03-01,176.22,176.4,172.18,172.65
2011-03-02,172.56,174.6,172.48,173.46
2011-03-03,175.15,177.6,175.15,177.14
2011-03-04,177.4,177.47,174.92,176.06
2011-03-07,176.86,176.98,172.47,173.59
2011-03-08,174.07,176.57,173.03,175.76
2011-03-09,175.47,176.11,174.3,175.24
2011-03-10,173.29,173.56,171.49,172.12
2011-03-11,170.98,173.86,170.91,173.25
2011-03-14,172.07,173.493,171.18,172.48
2011-03-15,168.7,172.45,167.36,171.34
2011-03-16,170.77,172.42,168.68,169.55
2011-03-17,172.13,172.18,170.22,170.53
2011-03-18,172.01,172.07,170.56,170.99
2011-03-21,173.13,174.74,173.12,174.42
2011-03-22,174.4,174.84,173.03,173.28
2011-03-23,172.91,173.59,171.27,172.96
2011-03-24,174.04,175.08,172.33,174.73
2011-03-25,175.24,177.45,174.75,176.02
2011-03-28,176.41,177.01,175.22,175.37
2011-03-29,175.22,177.05,174.38,176.81
2011-03-30,177.74,178.97,177.52,178.54
2011-03-31,178.51,179.66,178.39,179.55
2011-04-01,180.57,181.17,180.03,180.81
2011-04-04,181.21,181.55,180.3501,180.9
2011-04-05,180.67,182.46,180.57,181.48
2011-04-06,182.45,182.96,180.87,181.67
2011-04-07,181.74,182.23,180.08,180.61
2011-04-08,181.56,181.82,178.32,179.23
2011-04-11,179.53,179.88,177.45,177.98
2011-04-12,177.13,177.77,175.89,176.28
2011-04-13,177.33,177.71,175.8,176.77
2011-04-14,175.54,177.12,175.14,176.9
2011-04-15,177.05,178.64,176.6,178.47
2011-04-18,176.18,176.53,173.92,175.41
2011-04-19,176.17,176.54,175.15,176.34
2011-04-20,178.89,179.58,178.57,179.53
2011-04-21,180.42,180.67,179.48,180.53
2011-04-25,180.54,180.86,179.59,180.54
2011-04-26,181.1,182.86,181.041,182.25
2011-04-27,182.61,183.57,181.76,183.57
2011-04-28,183.33,184.34,183.08,183.66
2011-04-29,183.97,184.61,183.23,184.27
2011-05-02,184.84,184.97,182.97,182.97
2011-05-03,182.85,183.23,180.32,181.39
2011-05-04,181.61,181.84,178.96,179.8
2011-05-05,178.6,180.86,178.13,179.09
2011-05-06,180.89,181.74,178.76,179.52
2011-05-09,179.39,181.65,179.31,181.38
2011-05-10,181.94,183.58,181.73,183.27
2011-05-11,182.96,183.21,180.37,181.26
2011-05-12,180.41,182.93,179.56,182.35
2011-05-13,182.43,182.74,180.1,180.59
2011-05-16,179.67,181.3036,178.72,178.95
2011-05-17,177.74,178.52,176.47,177.7
2011-05-18,177.77,180.56,177.54,180.42
2011-05-19,181.4,181.58,179.37,180.66
2011-05-20,180.26,180.37,178.34,179.28
2011-05-23,176.74,177.36,176.08,176.42
2011-05-24,176.98,177.46,175.42,175.97
2011-05-25,175.49,177.72,175.29,177.25
2011-05-26,176.68,179.09,176.58,178.86
2011-05-27,179.6,180.45,179.35,179.89
2011-05-31,181.81,182.58,180.15,182.58
2011-06-01,181.75,181.94,177.11,177.33
2011-06-02,177.57,178.33,176.27,177.23
2011-06-03,174.68,176.64,174.42,174.72
2011-06-06,174.47,174.76,172.15,172.29
2011-06-07,173.1,174.11,172.58,172.83
2011-06-08,172.37,172.68,171.1301,171.31
2011-06-09,171.58,172.71,170.83,172.01
2011-06-10,171.1,171.41,169.05,169.34
2011-06-13,169.6,170.57,168.28,169.01
2011-06-14,170.56,172.63,170.49,172.1
2011-06-15,170.59,171.66,168.88,169.52
2011-06-16,169.41,170.47,167.76,169.28
2011-06-17,170.49,170.5,168.8,169.15
2011-06-20,168.66,171.08,168.66,170.52
2011-06-21,171.65,174.08,171.28,173.81
2011-06-22,173.05,174.684,172.97,173.07
2011-06-23,170.93,173.22,169.44,172.98
2011-06-24,173.29,173.78,171.34,171.71
2011-06-27,171.81,173.03,170.72,172.43
2011-06-28,172.95,175.18,172.77,175.11
2011-06-29,175.83,177.02,174.79,176.51
2011-06-30,176.84,178.34,176.73,177.45
2011-07-01,177.86,180.76,177.53,180.55
2011-07-05,181,181.1,179.64,180.69
2011-07-06,180.72,182,179.91,181.75
2011-07-07,183.37,183.97,182.95,183.71
2011-07-08,181.52,182.42,180.83,182.29
2011-07-11,180.45,181,178.12,178.56
2011-07-12,177.89,179.28,177.61,177.8
2011-07-13,178.74,180.54,178.17,178.4
2011-07-14,178.93,179.86,175.71,176.03
2011-07-15,176.67,177.25,175.69,177.14
2011-07-18,176.64,176.73,173.701,174.78
2011-07-19,176.11,178.35,176.05,178.23
2011-07-20,178.37,178.44,177.04,177.94
2011-07-21,178.59,180.35,178.15,179.6
2011-07-22,179.36,180.32,178.74,179.98
2011-07-25,178,179.85,177.59,178.67
2011-07-26,178.24,178.64,177.1,177.36
2011-07-27,176.51,176.55,172.3,172.5
2011-07-28,172.56,174.5,171.601,171.73
2011-07-29,169.34,172.33,168.47,171.31
2011-08-01,173.08,173.61,168.53,170.31
2011-08-02,169.22,170.6,165,165.21
2011-08-03,165.23,165.91,161.12,165.89
2011-08-04,163.29,163.44,155.9,155.9
2011-08-05,157.79,158.1092,149.96,153.35
2011-08-08,148.06,150.24,140.78,140.98
2011-08-09,144.32,150,139.8,149.79
2011-08-10,146.64,150.12,144.6,144.84
2011-08-11,145.54,154.39,145.24,152.49
2011-08-12,153.66,154.65,151.69,153.29
2011-08-15,154.71,157.42,154.6,157.3
2011-08-16,155.12,156.82,153.6,155.2
2011-08-17,156.4,157.15,153.13,154.51
2011-08-18,149.63,149.87,144.68,145.93
2011-08-19,143.84,148.11,143.11,143.35
2011-08-22,147.13,147.23,142.58,143.54
2011-08-23,143.96,149.32,142.75,149.12
2011-08-24,148.61,151.68,147.925,151.26
2011-08-25,152.69,153.25,147.49,148.1
2011-08-26,147.18,152.44,145.11,151.9
2011-08-29,153.93,158,153.83,157.84
2011-08-30,156.86,159.6,156.02,158.53
2011-08-31,159.58,161.77,157.78,159.04
2011-09-01,159.45,160.86,156.2,156.61
2011-09-02,152.85,154.39,150.93,151.53
2011-09-06,146.1,150.92,146.1,150.6
2011-09-07,153.21,156.29,152.76,156.07
2011-09-08,154.81,156.86,153.46,154.04
2011-09-09,152.56,153.6,148.64,149.85
2011-09-12,147.56,150.67,147.02,150.64
2011-09-13,151.67,153.45,150.23,152.71
2011-09-14,153.79,157.44,151.11,155.53
2011-09-15,157.32,157.865,155.04,157.58
2011-09-16,157.85,158.69,155.97,157.12
2011-09-19,154.07,156.32,152.73,155.18
2011-09-20,155.75,157.31,153.19,153.29
2011-09-21,153.1,153.82,147.85,147.87
2011-09-22,143.14,145.33,140.52,142.54
2011-09-23,141.94,144.65,141.66,144.35
2011-09-26,145.6,147.36,142.25,147.08
2011-09-27,150.09,153,148.8,149.73
2011-09-28,150.26,150.59,144.56,145.01
2011-09-29,147.72,148.15,142.69,146.11
2011-09-30,143.57,145.375,141.95,142.13
2011-10-03,140.97,143,135.32,135.39
2011-10-04,134.29,141.2,132.94,141.02
2011-10-05,141.28,144.6752,139.32,144.01
2011-10-06,143.57,147.67,142.91,147.46
2011-10-07,148.35,148.66,144.56,145.24
2011-10-10,148.23,150.54,147.72,150.54
2011-10-11,149.1,151.59,148.87,150.75
2011-10-12,151.72,154.36,151.55,152.48
2011-10-13,151.44,153.4,149.96,152.77
2011-10-14,154.59,155.91,153.36,155.48
2011-10-17,154.58,154.86,150.73,151.03
2011-10-18,151.5,155.95,149.41,155.08
2011-10-19,154.43,155.61,152.02,152.5661
2011-10-20,153.11,153.48,149.69,153.26
2011-10-21,155.09,156.83,154.51,156.49
2011-10-24,157,161.37,156.94,160.97
2011-10-25,160.19,160.19,156.91,157.15
2011-10-26,159.43,159.97,155.36,159.14
2011-10-27,164.37,167.39,162.63,166.06
2011-10-28,165.43,166.38,164.55,165.41
2011-10-31,163.59,164.25,161.31,161.4
2011-11-01,155.79,158.93,153.68,156.32
2011-11-02,158.53,160.31,157.21,159.43
2011-11-03,161.4,163.73,158.39,163.14
2011-11-04,161.63,163.88,160.26,163.56
2011-11-07,163.68,164.28,160.24,163.26
2011-11-08,164.3,165.21,161.205,165.08
2011-11-09,160.79,161.18,157.5,157.79
2011-11-10,159.95,160.09,157.13,158.58
2011-11-11,160.56,163.09,160.15,162.2
2011-11-14,161.45,162.04,159.71,160.54
2011-11-15,160.12,163,159.14,162.18
2011-11-16,160.56,163.22,159.7,159.99
2011-11-17,159.6,160.149,156.22,156.98
2011-11-18,157.61,157.72,155.81,156.62
2011-11-21,154.21,154.46,151.89,153.49
2011-11-22,153.27,154.06,151.65,152.74
2011-11-23,151.08,151.21,148.27,148.51
2011-11-25,147.77,149.74,147.68,147.81
2011-11-28,152.59,154.04,151.77,153.16
2011-11-29,153.59,154.41,152.56,153.28
2011-11-30,158.66,161.06,158.24,161.01
2011-12-01,160.35,162.02,159.81,159.91
2011-12-02,161.67,162.8,160.17,160.31
2011-12-05,163.26,164.2,161.57,162.64
2011-12-06,162.57,163.08,161.2,162.26
