,RWR.OPEN,RWR.HIGH,RWR.LOW,RWR.CLOSE
2013-07-30,78.28,78.72,77.48,77.73
2013-07-31,76.67,78.11,75.84,76.5
2013-08-01,76.73,76.97,76.0405,76.24
2013-08-02,76.47,76.7,75.79,75.84
2013-08-05,75.67,76.07,75.52,75.74
2013-08-06,75.54,76,75.36,75.48
2013-08-07,75.45,75.45,74.87,75.23
2013-08-08,75.85,75.88,74.9,75.24
2013-08-09,75.23,76.38,75.16,75.9
2013-08-12,75.75,75.75,75.01,75.28
2013-08-13,75.29,75.29,74.07,74.27
2013-08-14,74.08,74.47,73.93,74.05
2013-08-15,73.52,73.6,72.362,72.63
2013-08-16,72.61,72.61,70.7,70.72
2013-08-19,70.68,70.8028,69.82,69.83
2013-08-20,70.27,71.76,70.27,71.45
2013-08-21,71.23,72.42,70.38,71.36
2013-08-22,71.65,72.07,70.1625,71.83
2013-08-23,72.1,72.59,71.59,72.53
2013-08-26,72.61,72.72,72.18,72.35
2013-08-27,71.92,72.41,71.6,72.06
2013-08-28,72.04,72.11,71.5,71.7
2013-08-29,72.49,72.49,71.07,71.63
2013-08-30,71.83,72.16,71.05,71.2
2013-09-03,71.61,71.71,69.94,70.49
2013-09-04,70.69,71.4,70.29,71.09
2013-09-05,71.2,71.202,70.3053,70.36
2013-09-06,70.95,72.139,70.95,71.52
2013-09-09,71.7,72.99,71.5,72.98
2013-09-10,73,73.39,72.56,73.06
2013-09-11,73.04,73.57,72.96,73.56
2013-09-12,73.56,74,72.96,73.09
2013-09-13,72.95,73.42,72.95,73.28
2013-09-16,74.25,75.01,73.87,74.1
2013-09-17,74.29,74.66,73.9,74.02
2013-09-18,74.05,76.64,73.19,76.62
2013-09-19,76.81,77.49,76.5,76.55
2013-09-20,75.96,76.01,74.43,74.58
2013-09-23,74.24,74.8648,73.95,74.03
2013-09-24,73.93,74.06,73.33,73.4
2013-09-25,73.55,74.1,73.01,73.58
2013-09-26,73.91,74.0635,73.57,74.03
2013-09-27,73.77,74.03,73.26,73.61
2013-09-30,73.35,73.89,72.6705,72.93
2013-10-01,72.82,74.76,72.81,74
2013-10-02,73.76,74.1699,73.2701,74.13
2013-10-03,73.86,74.02,72.38,72.79
2013-10-04,72.9,73.21,72.2,72.7
2013-10-07,72.37,73.31,72.194,73.02
2013-10-08,72.9,73.25,72.27,72.35
2013-10-09,72.33,73.06,72.19,72.31
2013-10-10,72.67,74.19,72.67,74.14
2013-10-11,73.99,74.97,73.78,74.97
2013-10-14,74.51,74.95,74.22,74.93
2013-10-15,74.93,75.23,74.44,74.62
2013-10-16,74.82,76.09,74.82,76.05
2013-10-17,76.05,77.3299,75.78,77.2
2013-10-18,77.54,77.58,76.62,77.03
2013-10-21,76.93,77.06,76.24,76.48
2013-10-22,77.02,77.6,76.53,77.34
2013-10-23,77.09,77.4,76.78,77.27
2013-10-24,77.21,77.39,76.89,77.21
2013-10-25,77.35,78.22,77.231,78.15
2013-10-28,78.06,78.06,76.82,77.48
2013-10-29,77.26,77.485,76.52,76.88
2013-10-30,76.59,76.81,75.9401,76.27
2013-10-31,76.2,76.56,75.39,75.88
2013-11-01,75.91,76.5,75.49,76.35
2013-11-04,76.51,76.64,75.78,76.5
2013-11-05,76.25,76.25,75.03,75.18
2013-11-06,75.29,75.78,74.98,75.06
2013-11-07,75.1,75.12,73.92,74.03
2013-11-08,73.47,73.61,72.01,73.15
2013-11-11,73.05,73.67,73.05,73.18
2013-11-12,74,74,72.26,72.7
2013-11-13,72.49,73.24,72.3625,73.22
2013-11-14,73.35,74.34,72.765,73.84
2013-11-15,73.84,74.19,73.59,73.97
2013-11-18,74.1,74.28,73.54,73.59
2013-11-19,73.47,73.63,72.78,73.05
2013-11-20,73.15,73.8,72,72.27
2013-11-21,72.25,73.04,72.14,72.81
2013-11-22,72.94,72.9997,72.1,72.45
2013-11-25,72.47,72.63,71.97,72.03
2013-11-26,71.83,72.24,71.67,71.74
2013-11-27,71.77,72.48,71.395,72.45
2013-11-29,72.53,72.568,71.63,71.69
2013-12-02,71.65,71.89,71.01,71.26
2013-12-03,71.02,71.43,70.87,71.2
2013-12-04,70.83,72.04,70.57,71.55
2013-12-05,71.27,72,71.04,71.87
2013-12-06,72.4,72.63,72.09,72.51
2013-12-09,72.63,72.84,72.13,72.79
2013-12-10,71.47,73.04,71.47,72.66
2013-12-11,72.52,72.82,70.85,70.95
2013-12-12,70.95,70.9975,70.266,70.49
2013-12-13,70.74,71.64,70.48,70.69
2013-12-16,70.91,71.075,70.5,70.87
2013-12-17,70.98,71.36,70.61,71.28
2013-12-18,71.14,72.52,70.45,72.45
2013-12-19,72.19,72.24,71.02,71.4
2013-12-20,70.7,71.258,70.51,71.17
2013-12-23,71.1,71.79,71.1,71.29
2013-12-24,71.2,71.53,71.19,71.44
2013-12-26,71.46,72.2675,71.27,71.54
2013-12-27,71.58,71.59,70.95,71.56
2013-12-30,71.78,72.35,71.49,71.76
2013-12-31,71.45,71.91,71.17,71.27
2014-01-02,71.94,71.94,70.7,71.17
2014-01-03,71.1,71.94,71.1,71.73
2014-01-06,72.02,72.38,71.65,72.09
2014-01-07,72.11,72.65,71.88,72.31
2014-01-08,72.17,72.44,71.63,72.07
2014-01-09,72.24,72.24,71.48,72.04
2014-01-10,72.37,73.03,72.37,72.97
2014-01-13,73,73.12,72.28,72.44
2014-01-14,72.52,73.17,72.4595,73
2014-01-15,72.99,73.61,72.99,73.44
2014-01-16,73.46,73.63,73.32,73.6
2014-01-17,73.58,73.65,73.08,73.16
2014-01-21,73.41,74.08,73.35,73.77
2014-01-22,73.82,74.25,73.82,74.02
2014-01-23,73.9,73.93,73.49,73.72
2014-01-24,73.51,73.556,72.68,72.8
2014-01-27,72.72,73.14,71.99,72.21
2014-01-28,72.25,73.01,72.25,72.79
2014-01-29,72.39,72.77,72.06,72.47
2014-01-30,72.83,73.8648,72.76,73.65
2014-01-31,73.15,74.43,71.89,74.04
2014-02-03,74.19,74.19,72.68,72.94
2014-02-04,73.04,73.96,72.85,73.9
2014-02-05,73.9,73.9,73.43,73.78
2014-02-06,73.88,74.46,73.87,74.4301
2014-02-07,74.61,75.06,74.4,75.03
2014-02-10,75.17,75.95,74.81,75.83
2014-02-11,75.71,76.48,75.54,76.17
2014-02-12,76.38,76.38,75.76,76.12
2014-02-13,75.83,76.74,75.77,76.39
2014-02-14,76.42,76.81,76.4,76.65
2014-02-18,76.77,77.02,76.25,77.02
2014-02-19,76.87,77.82,76.87,77.1
2014-02-20,76.97,77.6,76.53,76.8
2014-02-21,76.78,77.29,76.35,76.95
2014-02-24,77.11,77.884,77.11,77.11
2014-02-25,77.12,77.68,77.09,77.38
2014-02-26,77.43,77.8,77.2,77.49
2014-02-27,77.44,77.79,76.91,77.27
2014-02-28,77.32,78.259,77.22,77.91
2014-03-03,77.6,78.05,77.23,77.99
2014-03-04,78.37,79.26,78.37,79.2
2014-03-05,79.12,79.38,78.44,79.1
2014-03-06,79.26,79.26,78.27,78.48
2014-03-07,78.2,78.25,77.2,77.62
2014-03-10,77.52,77.68,76.88,77.16
2014-03-11,77.21,77.92,77.21,77.71
2014-03-12,77.4,77.96,77.4,77.9
2014-03-13,78.13,78.18,77.39,77.51
2014-03-14,77.46,78.03,77.37,77.72
2014-03-17,77.92,78.4,77.6603,77.9
2014-03-18,78.02,78.24,77.6,78.22
2014-03-19,78.27,78.59,76.422,76.65
2014-03-20,76.58,76.91,75.99,76.91
2014-03-21,76.61,77.31,76.49,76.96
2014-03-24,77.25,77.3,76.16,76.61
2014-03-25,77,77.4766,76.71,77.35
2014-03-26,77.51,77.63,76.41,76.41
2014-03-27,76.24,77.03,76.11,76.97
2014-03-28,77.16,77.75,77.16,77.48
2014-03-31,77.7,78.354,77.17,78.03
2014-04-01,78.17,78.47,77.6,78.43
2014-04-02,78.25,78.59,78.04,78.5
2014-04-03,78.6,78.71,78.13,78.39
2014-04-04,78.68,79.19,78.33,78.76
2014-04-07,78.69,79.55,78.69,79.07
2014-04-08,79.05,79.58,78.786,79.55
2014-04-09,79.56,79.7,78.91,79.33
2014-04-10,79.27,79.74,78.39,78.61
2014-04-11,78.25,78.87,77.99,78.14
2014-04-14,78.51,78.65,78.004,78.55
2014-04-15,78.61,79.57,78.531,79.53
2014-04-16,79.7,80.16,79.47,80.1
2014-04-17,80.02,80.02,79.3,79.74
2014-04-21,79.65,80.11,79.58,80.03
2014-04-22,80.11,80.24,79.35,80.14
2014-04-23,80.13,80.26,79.63,79.82
2014-04-24,80,80.38,79.86,80.22
2014-04-25,80.06,80.26,79.77,79.93
2014-04-28,80.12,80.6698,79.86,80.64
2014-04-29,80.78,80.98,80.39,80.63
2014-04-30,80.56,80.98,80.4,80.93
2014-05-01,80.91,81.4,80.2699,81.35
2014-05-02,81.01,81.64,80.86,81.32
2014-05-05,81.05,81.53,80.73,81.46
2014-05-06,81.34,81.46,80.92,81.18
2014-05-07,81.06,82.26,81.06,82.24
2014-05-08,82.22,82.754,82.13,82.41
2014-05-09,82.36,82.72,81.97,82.42
2014-05-12,82.7,82.82,82.37,82.7
2014-05-13,82.64,83.29,81.991,82.12
2014-05-14,82.08,82.52,81.85,82.25
2014-05-15,82.16,82.21,81.46,82.11
2014-05-16,82.3,82.85,81.82,82.83
2014-05-19,82.76,82.79,82.17,82.6
2014-05-20,82.58,82.86,82.07,82.37
2014-05-21,82.6,82.61,81.73,81.89
2014-05-22,81.91,82.16,81.63,81.66
2014-05-23,81.86,82.39,81.73,82.36
2014-05-27,82.5,82.99,82.41,82.93
2014-05-28,82.69,82.69,81.8502,82.31
2014-05-29,82.42,82.5774,82.15,82.51
2014-05-30,82.4,83.04,82.37,82.91
2014-06-02,82.83,83.43,82.8,83.22
2014-06-03,83.08,83.31,82.87,83.1
2014-06-04,83.05,83.44,82.82,83.26
2014-06-05,83.25,84.86,83.13,84.85
2014-06-06,85,85.06,84.29,84.39
2014-06-09,84.26,84.73,83.25,83.4
2014-06-10,83.29,83.44,82.5053,82.79
2014-06-11,82.57,82.89,82.18,82.6
2014-06-12,82.53,82.5363,81.74,82.37
2014-06-13,82.26,82.69,81.8,82.57
2014-06-16,82.49,82.85,81.99,82.09
2014-06-17,82.01,82.36,81.71,82.31
2014-06-18,82.35,83.09,81.96,82.97
2014-06-19,83.04,83.56,82.88,83.52
2014-06-20,82.86,83.15,82.38,83.15
2014-06-23,83.19,83.4,82.7576,82.84
2014-06-24,82.74,83.0685,82.58,82.82
2014-06-25,82.79,82.98,82.5,82.74
2014-06-26,82.74,82.84,82.38,82.56
2014-06-27,82.5,83.26,82.42,83.26
2014-06-30,83.22,83.23,82.46,83
2014-07-01,83,83.6,82.7488,83.36
2014-07-02,83.42,83.45,82.69,83.16
2014-07-03,83.02,83.02,82.36,82.71
2014-07-07,82.6,83.12,82.43,82.96
2014-07-08,82.89,83.46,82.89,83.25
2014-07-09,83.27,83.43,82.72,83.36
2014-07-10,83.03,83.92,83.03,83.7
2014-07-11,83.56,83.8199,83.31,83.71
2014-07-14,83.77,84.16,83.52,84.16
2014-07-15,84.1,84.33,83.78,84.24
2014-07-16,84.39,84.65,84,84.53
2014-07-17,84.36,84.51,83.97,84.08
2014-07-18,84.23,84.88,84.18,84.85
2014-07-21,84.54,84.7193,84.33,84.52
2014-07-22,84.73,85.12,84.73,84.85
2014-07-23,85,85.15,84.75,85.01
2014-07-24,85.11,85.285,84.79,85.03
2014-07-25,84.89,85.065,84.3501,84.43
2014-07-28,84.54,85.2238,84.45,84.99
2014-07-29,85.07,85.07,84.4093,84.55
2014-07-30,84.51,84.87,84.08,84.46
2014-07-31,83.96,84.24,83.12,83.12
2014-08-01,83.1,83.73,82.97,82.98
2014-08-04,82.99,83.63,82.56,83.47
2014-08-05,83.26,83.37,82.42,82.56
2014-08-06,82.43,82.9,82.1031,82.51
2014-08-07,82.85,82.99,82.33,82.51
2014-08-08,82.76,83.03,82.33,82.97
2014-08-11,83.11,83.75,83.05,83.52
2014-08-12,83.39,83.74,83.243,83.4
2014-08-13,83.53,84.66,83.53,84.6
2014-08-14,84.66,84.8968,84.3401,84.51
2014-08-15,84.76,84.96,84.13,84.38
2014-08-18,84.68,85.29,84.19,85.29
2014-08-19,85.53,85.68,85.14,85.5
2014-08-20,85.45,85.99,84.99,85.85
2014-08-21,85.78,86.22,85.641,85.7
2014-08-22,85.79,85.79,84.73,84.97
2014-08-25,85.38,85.38,84.53,84.82
2014-08-26,84.9,85.2,84.812,84.96
2014-08-27,85.06,85.26,84.8101,85.04
2014-08-28,84.94,85.17,84.74,84.98
2014-08-29,85.08,85.51,84.99,85.43
2014-09-02,85.48,85.66,85.26,85.44
2014-09-03,85.65,85.84,85.43,85.72
2014-09-04,85.72,86.03,85.17,85.45
2014-09-05,85.48,86.34,85.48,86.34
2014-09-08,86.26,86.51,86.04,86.23
2014-09-09,86.06,86.21,85.6,85.77
2014-09-10,85.59,85.59,84.3199,84.39
2014-09-11,84.16,84.68,84.06,84.4599
2014-09-12,84.09,84.09,81.34,81.75
2014-09-15,81.78,82.2,81.12,81.43
2014-09-16,81.43,82.45,81.43,82.21
2014-09-17,82.52,82.9619,82.17,82.2
